car_id,car_type,color,year,km,average_price,transmission,body_type,days,price,sold
10040,Jeep_Compass_2017,White,2017,10991366,392873,Automatic,Sedan,11,447739,True
10261,Jeep_Compass_2017,Blue,2017,6051469,392873,Automatic,Sedan,11,402708,True
10972,Jeep_Compass_2017,White,2017,4793153,392873,Automatic,Sedan,4,398598,True
13324,Jeep_Compass_2017,White,2017,7124217,392873,Automatic,Sedan,16,409989,True
14252,Jeep_Compass_2017,White,2017,9155371,392873,Automatic,Sedan,20,431924,True
16079,Jeep_Compass_2017,Black,2017,7157233,392873,Automatic,Sedan,16,398121,True
19406,Jeep_Compass_2017,Red,2017,9554495,392873,Automatic,Sedan,11,427733,True
92,Jaguar_XKR_2009,White,2009,35536151,125974,Automatic,SUV,15,143051,True
632,Jaguar_XKR_2009,Red,2009,33100013,125974,Automatic,SUV,68,123848,True
1934,Jaguar_XKR_2009,Blue,2009,43031292,125974,Automatic,SUV,37,124344,True
4285,Jaguar_XKR_2009,Black,2009,33714392,125974,Automatic,SUV,12,136409,True
6318,Jaguar_XKR_2009,White,2009,42384979,125974,Automatic,SUV,13,141761,False
7567,Jaguar_XKR_2009,Red,2009,36983303,125974,Automatic,SUV,43,144635,True
7643,Jaguar_XKR_2009,White,2009,41555248,125974,Automatic,SUV,16,126664,False
11028,Jaguar_XKR_2009,White,2009,36634832,125974,Automatic,SUV,41,130712,True
12649,Jaguar_XKR_2009,White,2009,38355675,125974,Automatic,SUV,2,142202,True
15103,Jaguar_XKR_2009,Black,2009,40006347,125974,Automatic,SUV,41,140394,True
16301,Jaguar_XKR_2009,White,2009,40111206,125974,Automatic,SUV,8,131207,True
16359,Jaguar_XKR_2009,Black,2009,41610138,125974,Automatic,SUV,7,136129,True
19307,Jaguar_XKR_2009,Black,2009,41100483,125974,Automatic,SUV,5,128869,False
190,Dodge_Ram 2500 L6 TD_2012,White,2012,28530207,820251,Automatic,SUV,9,919683,False
1083,Dodge_Ram 2500 L6 TD_2012,Blue,2012,24904277,820251,Automatic,SUV,2,922319,False
2436,Dodge_Ram 2500 L6 TD_2012,Black,2012,30350608,820251,Automatic,SUV,37,930809,True
3099,Dodge_Ram 2500 L6 TD_2012,White,2012,24903858,820251,Automatic,SUV,30,955199,False
4229,Dodge_Ram 2500 L6 TD_2012,Black,2012,26633548,820251,Automatic,SUV,47,950890,True
4278,Dodge_Ram 2500 L6 TD_2012,Blue,2012,31334524,820251,Automatic,SUV,12,950654,True
5800,Dodge_Ram 2500 L6 TD_2012,White,2012,22297341,820251,Automatic,SUV,35,958798,False
7292,Dodge_Ram 2500 L6 TD_2012,Blue,2012,25934146,820251,Automatic,SUV,16,868391,True
8914,Dodge_Ram 2500 L6 TD_2012,Blue,2012,28263541,820251,Automatic,SUV,14,931659,True
9711,Dodge_Ram 2500 L6 TD_2012,Blue,2012,22730734,820251,Automatic,SUV,14,869755,True
10780,Dodge_Ram 2500 L6 TD_2012,White,2012,26486834,820251,Automatic,SUV,5,927797,True
12177,Dodge_Ram 2500 L6 TD_2012,Black,2012,26968930,820251,Automatic,SUV,1,889102,False
13205,Dodge_Ram 2500 L6 TD_2012,Black,2012,30057390,820251,Automatic,SUV,42,868695,True
14243,Dodge_Ram 2500 L6 TD_2012,Black,2012,26957046,820251,Automatic,SUV,34,856848,True
18315,Dodge_Ram 2500 L6 TD_2012,White,2012,31022612,820251,Automatic,SUV,13,830501,False
518,Mercedes Benz_Clase CL_2009,Red,2009,40027464,225876,Automatic,Sedan,23,247563,True
1470,Mercedes Benz_Clase CL_2009,Red,2009,43160907,225876,Automatic,Sedan,6,236580,True
4210,Mercedes Benz_Clase CL_2009,Black,2009,41976067,225876,Automatic,Sedan,4,238931,False
4529,Mercedes Benz_Clase CL_2009,Black,2009,38898923,225876,Automatic,Sedan,3,250977,False
7333,Mercedes Benz_Clase CL_2009,Blue,2009,37623483,225876,Automatic,Sedan,2,245795,False
7665,Mercedes Benz_Clase CL_2009,Black,2009,41719765,225876,Automatic,Sedan,5,257809,True
8688,Mercedes Benz_Clase CL_2009,Black,2009,43097051,225876,Automatic,Sedan,53,252153,True
9983,Mercedes Benz_Clase CL_2009,Black,2009,45404651,225876,Automatic,Sedan,4,236469,True
10906,Mercedes Benz_Clase CL_2009,Blue,2009,38370548,225876,Automatic,Sedan,34,250954,True
11276,Mercedes Benz_Clase CL_2009,White,2009,43274501,225876,Automatic,Sedan,7,244899,True
11659,Mercedes Benz_Clase CL_2009,Black,2009,45339942,225876,Automatic,Sedan,71,230212,True
11789,Mercedes Benz_Clase CL_2009,Black,2009,45590711,225876,Automatic,Sedan,28,253546,False
12038,Mercedes Benz_Clase CL_2009,White,2009,45850401,225876,Automatic,Sedan,31,261297,False
12533,Mercedes Benz_Clase CL_2009,Blue,2009,43677574,225876,Automatic,Sedan,53,249571,True
13153,Mercedes Benz_Clase CL_2009,Red,2009,43880332,225876,Automatic,Sedan,78,214251,True
14561,Mercedes Benz_Clase CL_2009,Red,2009,42817282,225876,Automatic,Sedan,34,244843,True
16506,Mercedes Benz_Clase CL_2009,Black,2009,46639011,225876,Automatic,Sedan,25,256152,True
16816,Mercedes Benz_Clase CL_2009,Black,2009,41160700,225876,Automatic,Sedan,6,235774,False
19233,Mercedes Benz_Clase CL_2009,Black,2009,43197431,225876,Automatic,Sedan,39,234185,True
854,Nissan_March Cargo_2018,Black,2018,37133278,750353,Manual,Sedan,63,829237,True
3061,Nissan_March Cargo_2018,Black,2018,31390616,750353,Manual,Sedan,29,758030,False
4844,Nissan_March Cargo_2018,White,2018,36214321,750353,Manual,Sedan,5,760862,True
6559,Nissan_March Cargo_2018,White,2018,30558714,750353,Manual,Sedan,79,777899,True
7026,Nissan_March Cargo_2018,Blue,2018,37705584,750353,Manual,Sedan,21,808311,True
7840,Nissan_March Cargo_2018,Black,2018,31238676,750353,Manual,Sedan,35,866043,True
8232,Nissan_March Cargo_2018,Black,2018,33852905,750353,Manual,Sedan,41,772548,True
8675,Nissan_March Cargo_2018,Red,2018,37046019,750353,Manual,Sedan,4,759485,True
9570,Nissan_March Cargo_2018,Black,2018,37954828,750353,Manual,Sedan,78,798841,True
10134,Nissan_March Cargo_2018,Black,2018,38343833,750353,Manual,Sedan,10,874083,True
10305,Nissan_March Cargo_2018,Black,2018,39489371,750353,Manual,Sedan,3,857027,False
11506,Nissan_March Cargo_2018,White,2018,35493707,750353,Manual,Sedan,36,876986,True
15309,Nissan_March Cargo_2018,Red,2018,36941237,750353,Manual,Sedan,19,771050,True
19296,Nissan_March Cargo_2018,Red,2018,38031639,750353,Manual,Sedan,30,818594,False
1066,Acura_MDX_2017,Black,2017,7737392,802711,Automatic,Sedan,16,870245,False
1307,Acura_MDX_2017,Black,2017,11178664,802711,Automatic,Sedan,19,906319,True
4521,Acura_MDX_2017,Red,2017,8029401,802711,Automatic,Sedan,3,838188,False
4609,Acura_MDX_2017,Blue,2017,11623290,802711,Automatic,Sedan,25,878839,True
5189,Acura_MDX_2017,Blue,2017,7101233,802711,Automatic,Sedan,6,945798,True
5282,Acura_MDX_2017,Black,2017,7834086,802711,Automatic,Sedan,19,886167,True
5698,Acura_MDX_2017,Black,2017,5200717,802711,Automatic,Sedan,24,815612,True
5752,Acura_MDX_2017,Red,2017,8663416,802711,Automatic,Sedan,3,895397,True
9311,Acura_MDX_2017,White,2017,13503931,802711,Automatic,Sedan,20,844348,False
15299,Acura_MDX_2017,White,2017,11891936,802711,Automatic,Sedan,21,885963,True
15330,Acura_MDX_2017,Orange,2017,9074508,802711,Automatic,Sedan,14,920823,False
15913,Acura_MDX_2017,Black,2017,9817279,802711,Automatic,Sedan,14,928663,True
16013,Acura_MDX_2017,White,2017,8130641,802711,Automatic,Sedan,31,922753,True
17544,Acura_MDX_2017,Black,2017,9766843,802711,Automatic,Sedan,20,822177,True
18344,Acura_MDX_2017,White,2017,10499447,802711,Automatic,Sedan,15,810270,True
19577,Acura_MDX_2017,Blue,2017,6609402,802711,Automatic,Sedan,3,862257,True
99,Nissan_Rogue_2012,Red,2012,20575806,598464,Manual,Sedan,19,648279,False
3619,Nissan_Rogue_2012,Black,2012,21778781,598464,Manual,Sedan,1,694218,False
3990,Nissan_Rogue_2012,Red,2012,21281862,598464,Manual,Sedan,4,647332,True
4485,Nissan_Rogue_2012,Black,2012,19529608,598464,Manual,Sedan,27,653067,True
6645,Nissan_Rogue_2012,Red,2012,18115842,598464,Manual,Sedan,10,641302,True
11200,Nissan_Rogue_2012,Red,2012,15050965,598464,Manual,Sedan,5,698861,True
13943,Nissan_Rogue_2012,Black,2012,21083986,598464,Manual,Sedan,43,698172,True
15885,Nissan_Rogue_2012,White,2012,17153549,598464,Manual,Sedan,34,673995,True
18631,Nissan_Rogue_2012,White,2012,18182413,598464,Manual,Sedan,30,693422,True
100,Suzuki_Grand Vitara_2014,White,2014,39964649,419711,Automatic,Sedan,9,481228,True
602,Suzuki_Grand Vitara_2014,Blue,2014,38660753,419711,Automatic,Sedan,32,465821,True
1161,Suzuki_Grand Vitara_2014,Black,2014,44983015,419711,Automatic,Sedan,66,464824,True
1666,Suzuki_Grand Vitara_2014,Black,2014,43646373,419711,Automatic,Sedan,27,445479,True
4161,Suzuki_Grand Vitara_2014,Black,2014,41336308,419711,Automatic,Sedan,2,494291,False
5265,Suzuki_Grand Vitara_2014,Orange,2014,42940528,419711,Automatic,Sedan,57,450983,True
5830,Suzuki_Grand Vitara_2014,Black,2014,38082082,419711,Automatic,Sedan,30,429636,False
6369,Suzuki_Grand Vitara_2014,Black,2014,38625363,419711,Automatic,Sedan,51,461862,True
6797,Suzuki_Grand Vitara_2014,Black,2014,44265526,419711,Automatic,Sedan,63,431865,True
7027,Suzuki_Grand Vitara_2014,Blue,2014,36476003,419711,Automatic,Sedan,60,432482,True
7654,Suzuki_Grand Vitara_2014,Black,2014,44134381,419711,Automatic,Sedan,1,471204,False
7693,Suzuki_Grand Vitara_2014,Black,2014,44244594,419711,Automatic,Sedan,2,471028,False
7850,Suzuki_Grand Vitara_2014,Black,2014,38253603,419711,Automatic,Sedan,8,426776,True
9813,Suzuki_Grand Vitara_2014,Blue,2014,42153259,419711,Automatic,Sedan,9,480750,True
12628,Suzuki_Grand Vitara_2014,Black,2014,45469129,419711,Automatic,Sedan,41,463580,True
13995,Suzuki_Grand Vitara_2014,Black,2014,44678449,419711,Automatic,Sedan,56,446137,False
14578,Suzuki_Grand Vitara_2014,Blue,2014,45479600,419711,Automatic,Sedan,68,432050,False
15544,Suzuki_Grand Vitara_2014,Blue,2014,38448695,419711,Automatic,Sedan,5,477964,False
101,Porsche_Panamera_2015,Red,2015,12340978,127299,Manual,Sedan,9,144350,True
2503,Porsche_Panamera_2015,Black,2015,16145605,127299,Manual,Sedan,1,132545,True
3218,Porsche_Panamera_2015,Black,2015,19547908,127299,Manual,Sedan,14,133025,True
4442,Porsche_Panamera_2015,Red,2015,18521133,127299,Manual,Sedan,23,146499,True
4618,Porsche_Panamera_2015,White,2015,16411283,127299,Manual,Sedan,13,128360,True
6258,Porsche_Panamera_2015,White,2015,19585528,127299,Manual,Sedan,20,145741,False
7165,Porsche_Panamera_2015,Black,2015,16150573,127299,Manual,Sedan,3,128647,False
11470,Porsche_Panamera_2015,White,2015,12408235,127299,Manual,Sedan,14,141559,True
11822,Porsche_Panamera_2015,Blue,2015,16752402,127299,Manual,Sedan,12,147804,True
13837,Porsche_Panamera_2015,Red,2015,13695122,127299,Manual,Sedan,17,133770,True
17883,Porsche_Panamera_2015,Blue,2015,19361267,127299,Manual,Sedan,2,140347,True
263,Mercedes Benz_Clase S_2010,Red,2010,29921034,653859,Automatic,Sedan,18,714160,True
2159,Mercedes Benz_Clase S_2010,Black,2010,39165720,653859,Automatic,Sedan,95,681524,True
3628,Mercedes Benz_Clase S_2010,White,2010,34301340,653859,Automatic,Sedan,44,767775,True
4288,Mercedes Benz_Clase S_2010,White,2010,32696617,653859,Automatic,Sedan,73,725783,True
10984,Mercedes Benz_Clase S_2010,Black,2010,33155818,653859,Automatic,Sedan,7,728807,False
12228,Mercedes Benz_Clase S_2010,Black,2010,39195565,653859,Automatic,Sedan,33,746314,True
14863,Mercedes Benz_Clase S_2010,White,2010,36899234,653859,Automatic,Sedan,51,751269,True
15259,Mercedes Benz_Clase S_2010,Blue,2010,31626405,653859,Automatic,Sedan,46,690719,True
18039,Mercedes Benz_Clase S_2010,Black,2010,31615936,653859,Automatic,Sedan,37,720864,True
717,Volkswagen_Gol_2009,Black,2009,12748168,568601,Automatic,SUV,29,643885,True
1368,Volkswagen_Gol_2009,Red,2009,6671419,568601,Automatic,SUV,20,580680,True
4786,Volkswagen_Gol_2009,Black,2009,6320075,568601,Automatic,SUV,22,602615,True
5571,Volkswagen_Gol_2009,Red,2009,10473053,568601,Automatic,SUV,2,667344,True
6243,Volkswagen_Gol_2009,Blue,2009,10755847,568601,Automatic,SUV,8,645474,True
6858,Volkswagen_Gol_2009,Orange,2009,12262938,568601,Automatic,SUV,26,620017,True
7141,Volkswagen_Gol_2009,Black,2009,13073442,568601,Automatic,SUV,23,629140,True
9060,Volkswagen_Gol_2009,Black,2009,11835128,568601,Automatic,SUV,39,588530,True
12178,Volkswagen_Gol_2009,Blue,2009,6716192,568601,Automatic,SUV,25,663985,True
14337,Volkswagen_Gol_2009,White,2009,13560691,568601,Automatic,SUV,18,644383,False
16673,Volkswagen_Gol_2009,White,2009,7141662,568601,Automatic,SUV,28,607929,True
16944,Volkswagen_Gol_2009,Black,2009,15279907,568601,Automatic,SUV,5,651515,True
17210,Volkswagen_Gol_2009,White,2009,11341516,568601,Automatic,SUV,7,585455,True
18827,Volkswagen_Gol_2009,White,2009,13917902,568601,Automatic,SUV,5,616904,True
2151,Honda_Odyssey_2014,White,2014,17565975,325355,Automatic,Sedan,15,350226,True
3613,Honda_Odyssey_2014,Orange,2014,18042146,325355,Automatic,Sedan,23,336843,True
4334,Honda_Odyssey_2014,Black,2014,17752447,325355,Automatic,Sedan,26,337334,True
4423,Honda_Odyssey_2014,Black,2014,19093099,325355,Automatic,Sedan,29,354516,True
5739,Honda_Odyssey_2014,Red,2014,16381871,325355,Automatic,Sedan,1,378261,True
6426,Honda_Odyssey_2014,Black,2014,10175118,325355,Automatic,Sedan,7,372345,True
8796,Honda_Odyssey_2014,Black,2014,11260213,325355,Automatic,Sedan,8,328422,True
9050,Honda_Odyssey_2014,White,2014,9486811,325355,Automatic,Sedan,2,369509,True
10766,Honda_Odyssey_2014,Black,2014,12294448,325355,Automatic,Sedan,2,352565,True
10843,Honda_Odyssey_2014,White,2014,13570069,325355,Automatic,Sedan,20,379165,True
11078,Honda_Odyssey_2014,Black,2014,16192524,325355,Automatic,Sedan,18,358972,True
11299,Honda_Odyssey_2014,Orange,2014,14168630,325355,Automatic,Sedan,6,333760,True
13173,Honda_Odyssey_2014,Black,2014,12311402,325355,Automatic,Sedan,4,372185,True
13345,Honda_Odyssey_2014,Red,2014,18549139,325355,Automatic,Sedan,1,333276,True
15859,Honda_Odyssey_2014,Black,2014,9503254,325355,Automatic,Sedan,5,336236,True
17793,Honda_Odyssey_2014,Black,2014,16290672,325355,Automatic,Sedan,17,358295,True
19046,Honda_Odyssey_2014,Red,2014,16638837,325355,Automatic,Sedan,18,341079,True
19227,Honda_Odyssey_2014,Black,2014,12101455,325355,Automatic,Sedan,8,368735,True
106,Dodge_Ram 2500 V8_2017,Red,2017,27677667,102486,Automatic,SUV,4,109567,True
2789,Dodge_Ram 2500 V8_2017,Red,2017,31361454,102486,Automatic,SUV,29,112516,True
3943,Dodge_Ram 2500 V8_2017,White,2017,32947981,102486,Automatic,SUV,28,116910,True
7541,Dodge_Ram 2500 V8_2017,White,2017,24668847,102486,Automatic,SUV,23,113529,True
9331,Dodge_Ram 2500 V8_2017,Blue,2017,27205331,102486,Automatic,SUV,17,104901,False
11962,Dodge_Ram 2500 V8_2017,Red,2017,32395320,102486,Automatic,SUV,2,114377,True
12229,Dodge_Ram 2500 V8_2017,Red,2017,29292275,102486,Automatic,SUV,28,118582,True
14228,Dodge_Ram 2500 V8_2017,Orange,2017,31938275,102486,Automatic,SUV,39,113032,True
14412,Dodge_Ram 2500 V8_2017,Red,2017,31086135,102486,Automatic,SUV,17,108137,True
487,Mercedes Benz_Clase E_2018,White,2018,33667030,717393,Automatic,Sedan,64,832267,False
1142,Mercedes Benz_Clase E_2018,Black,2018,35333298,717393,Automatic,Sedan,1,747627,True
1695,Mercedes Benz_Clase E_2018,Black,2018,38765240,717393,Automatic,Sedan,28,766900,False
2416,Mercedes Benz_Clase E_2018,Red,2018,37892225,717393,Automatic,Sedan,27,776744,True
5190,Mercedes Benz_Clase E_2018,Blue,2018,41986768,717393,Automatic,Sedan,10,840483,True
5357,Mercedes Benz_Clase E_2018,Black,2018,41259665,717393,Automatic,Sedan,42,812622,False
7663,Mercedes Benz_Clase E_2018,Red,2018,41375902,717393,Automatic,Sedan,61,801321,True
7876,Mercedes Benz_Clase E_2018,Black,2018,34500463,717393,Automatic,Sedan,55,765635,True
9263,Mercedes Benz_Clase E_2018,Black,2018,39014895,717393,Automatic,Sedan,8,833465,True
10860,Mercedes Benz_Clase E_2018,Black,2018,39850570,717393,Automatic,Sedan,19,793698,False
12982,Mercedes Benz_Clase E_2018,Orange,2018,36105875,717393,Automatic,Sedan,79,835093,True
15021,Mercedes Benz_Clase E_2018,Black,2018,42587003,717393,Automatic,Sedan,27,833374,True
110,Honda_CR-V_2011,Blue,2011,15237798,167631,Automatic,Sedan,4,173717,True
1428,Honda_CR-V_2011,White,2011,12019002,167631,Automatic,Sedan,29,192728,True
3837,Honda_CR-V_2011,Blue,2011,10906610,167631,Automatic,Sedan,3,170662,True
11211,Honda_CR-V_2011,Black,2011,18398613,167631,Automatic,Sedan,27,183411,True
11652,Honda_CR-V_2011,White,2011,15343031,167631,Automatic,Sedan,18,188647,True
13177,Honda_CR-V_2011,White,2011,15849179,167631,Automatic,Sedan,16,173956,True
14180,Honda_CR-V_2011,Black,2011,15277349,167631,Automatic,Sedan,19,191071,True
19977,Honda_CR-V_2011,White,2011,17353799,167631,Automatic,Sedan,2,191687,True
3978,Seat_Ibiza _2020,Red,2020,18780400,753974,Automatic,Sedan,1,834883,True
11182,Seat_Ibiza _2020,Red,2020,12547914,753974,Automatic,Sedan,10,815906,False
12741,Seat_Ibiza _2020,Black,2020,12972394,753974,Automatic,Sedan,7,823737,False
13383,Seat_Ibiza _2020,Red,2020,16972851,753974,Automatic,Sedan,27,854685,True
14711,Seat_Ibiza _2020,Blue,2020,15501037,753974,Automatic,Sedan,39,804839,True
15600,Seat_Ibiza _2020,Blue,2020,20208939,753974,Automatic,Sedan,2,766079,True
16459,Seat_Ibiza _2020,Red,2020,15725898,753974,Automatic,Sedan,31,842874,True
17597,Seat_Ibiza _2020,Red,2020,12478858,753974,Automatic,Sedan,4,846822,True
17864,Seat_Ibiza _2020,Black,2020,12544975,753974,Automatic,Sedan,8,886744,True
18053,Seat_Ibiza _2020,Red,2020,13986704,753974,Automatic,Sedan,13,822625,True
18300,Seat_Ibiza _2020,White,2020,17231874,753974,Automatic,Sedan,13,763136,True
18366,Seat_Ibiza _2020,White,2020,18528088,753974,Automatic,Sedan,7,819641,True
1455,Toyota_Hiace_2021,Blue,2021,19400037,845949,Manual,Sedan,3,939221,True
2331,Toyota_Hiace_2021,Black,2021,10836376,845949,Manual,Sedan,26,880174,True
5277,Toyota_Hiace_2021,White,2021,13574624,845949,Manual,Sedan,38,954948,True
6184,Toyota_Hiace_2021,Red,2021,20092412,845949,Manual,Sedan,34,975962,True
6538,Toyota_Hiace_2021,Red,2021,19906308,845949,Manual,Sedan,40,896681,True
6594,Toyota_Hiace_2021,White,2021,13438369,845949,Manual,Sedan,49,967745,True
6699,Toyota_Hiace_2021,Black,2021,13859574,845949,Manual,Sedan,14,930281,False
9921,Toyota_Hiace_2021,White,2021,13811292,845949,Manual,Sedan,15,875542,True
11264,Toyota_Hiace_2021,White,2021,13664099,845949,Manual,Sedan,40,989808,True
11944,Toyota_Hiace_2021,Red,2021,15344319,845949,Manual,Sedan,42,928605,True
15467,Toyota_Hiace_2021,Red,2021,19021781,845949,Manual,Sedan,37,885870,True
15792,Toyota_Hiace_2021,Red,2021,13683507,845949,Manual,Sedan,3,887877,True
17991,Toyota_Hiace_2021,Black,2021,11222905,845949,Manual,Sedan,33,969580,True
18938,Toyota_Hiace_2021,Blue,2021,19979715,845949,Manual,Sedan,38,922986,True
19589,Toyota_Hiace_2021,Red,2021,12729456,845949,Manual,Sedan,27,914973,True
7150,Toyota_Hilux_2012,White,2012,27280633,419256,Automatic,Sedan,41,424047,True
7262,Toyota_Hilux_2012,White,2012,25807734,419256,Automatic,Sedan,33,477061,True
11205,Toyota_Hilux_2012,Red,2012,24756996,419256,Automatic,Sedan,9,476641,True
11395,Toyota_Hilux_2012,Black,2012,24253309,419256,Automatic,Sedan,16,432756,True
12955,Toyota_Hilux_2012,Black,2012,20242884,419256,Automatic,Sedan,8,477209,True
14032,Toyota_Hilux_2012,Red,2012,22545274,419256,Automatic,Sedan,8,440629,True
14167,Toyota_Hilux_2012,Black,2012,22252264,419256,Automatic,Sedan,7,431937,True
14788,Toyota_Hilux_2012,Black,2012,28104202,419256,Automatic,Sedan,39,463671,True
14817,Toyota_Hilux_2012,White,2012,21691538,419256,Automatic,Sedan,1,481201,True
15326,Toyota_Hilux_2012,Red,2012,25219430,419256,Automatic,Sedan,28,438894,True
16826,Toyota_Hilux_2012,Black,2012,22619901,419256,Automatic,Sedan,39,432508,True
18959,Toyota_Hilux_2012,Orange,2012,26807956,419256,Automatic,Sedan,4,435750,False
1976,Audi_S4_2015,Black,2015,28440196,801873,Automatic,Truck,11,814708,False
6080,Audi_S4_2015,Blue,2015,22326366,801873,Automatic,Truck,12,876707,True
7158,Audi_S4_2015,Blue,2015,28699348,801873,Automatic,Truck,4,931992,True
8542,Audi_S4_2015,Blue,2015,28901520,801873,Automatic,Truck,30,941449,True
10044,Audi_S4_2015,Blue,2015,20260972,801873,Automatic,Truck,26,854114,True
10327,Audi_S4_2015,Red,2015,29439177,801873,Automatic,Truck,35,933452,True
11973,Audi_S4_2015,White,2015,21298618,801873,Automatic,Truck,2,836134,True
13329,Audi_S4_2015,Red,2015,29481701,801873,Automatic,Truck,2,814561,True
14401,Audi_S4_2015,Black,2015,21417708,801873,Automatic,Truck,34,854025,True
14656,Audi_S4_2015,Black,2015,21915743,801873,Automatic,Truck,13,876448,True
15306,Audi_S4_2015,White,2015,22949494,801873,Automatic,Truck,2,908157,True
15766,Audi_S4_2015,Black,2015,22690848,801873,Automatic,Truck,37,922716,False
15802,Audi_S4_2015,Red,2015,21357729,801873,Automatic,Truck,9,912872,True
16879,Audi_S4_2015,Red,2015,28182759,801873,Automatic,Truck,30,903558,True
17877,Audi_S4_2015,Black,2015,22572824,801873,Automatic,Truck,16,898320,True
18962,Audi_S4_2015,Black,2015,25838787,801873,Automatic,Truck,42,875460,True
19970,Audi_S4_2015,Black,2015,23195948,801873,Automatic,Truck,4,912762,True
116,Jeep_Grand Cherokee_2021,Blue,2021,20920458,590200,Automatic,Sedan,17,665386,True
892,Jeep_Grand Cherokee_2021,Black,2021,16248661,590200,Automatic,Sedan,38,641144,True
1071,Jeep_Grand Cherokee_2021,Black,2021,25432213,590200,Automatic,Sedan,37,607440,True
3317,Jeep_Grand Cherokee_2021,Black,2021,23244651,590200,Automatic,Sedan,11,670468,False
4526,Jeep_Grand Cherokee_2021,Black,2021,22047459,590200,Automatic,Sedan,38,658157,True
4571,Jeep_Grand Cherokee_2021,Black,2021,22760772,590200,Automatic,Sedan,35,690028,True
5783,Jeep_Grand Cherokee_2021,Black,2021,23284494,590200,Automatic,Sedan,25,664438,True
7083,Jeep_Grand Cherokee_2021,Red,2021,21146889,590200,Automatic,Sedan,33,610632,True
7602,Jeep_Grand Cherokee_2021,Blue,2021,21621650,590200,Automatic,Sedan,42,653533,True
10014,Jeep_Grand Cherokee_2021,Red,2021,23139292,590200,Automatic,Sedan,10,639531,True
15691,Jeep_Grand Cherokee_2021,Red,2021,20649243,590200,Automatic,Sedan,33,659870,True
16922,Jeep_Grand Cherokee_2021,Black,2021,17523906,590200,Automatic,Sedan,9,597324,True
19867,Jeep_Grand Cherokee_2021,White,2021,21938906,590200,Automatic,Sedan,40,625262,True
2237,Mazda_CX-7_2011,Black,2011,35236840,712124,Automatic,Sedan,77,782196,True
3091,Mazda_CX-7_2011,White,2011,37823011,712124,Automatic,Sedan,14,765125,True
3277,Mazda_CX-7_2011,Red,2011,35402013,712124,Automatic,Sedan,27,797115,True
5617,Mazda_CX-7_2011,Black,2011,40600563,712124,Automatic,Sedan,16,726779,True
5900,Mazda_CX-7_2011,Red,2011,31352967,712124,Automatic,Sedan,37,793463,True
8949,Mazda_CX-7_2011,White,2011,40014739,712124,Automatic,Sedan,15,804006,True
11454,Mazda_CX-7_2011,Red,2011,33548472,712124,Automatic,Sedan,21,728415,True
12891,Mazda_CX-7_2011,Blue,2011,33090995,712124,Automatic,Sedan,28,762621,True
12970,Mazda_CX-7_2011,Blue,2011,31225528,712124,Automatic,Sedan,5,778393,True
13785,Mazda_CX-7_2011,Black,2011,33424437,712124,Automatic,Sedan,8,724510,True
16591,Mazda_CX-7_2011,White,2011,38228584,712124,Automatic,Sedan,54,788033,True
18066,Mazda_CX-7_2011,Red,2011,34239351,712124,Automatic,Sedan,40,733174,True
19795,Mazda_CX-7_2011,Black,2011,37170296,712124,Automatic,Sedan,86,792470,True
118,Volkswagen_Van_2009,Red,2009,20915191,490878,Automatic,Coupe,5,535381,True
2074,Volkswagen_Van_2009,White,2009,25959455,490878,Automatic,Coupe,5,532811,False
2642,Volkswagen_Van_2009,Black,2009,27078546,490878,Automatic,Coupe,10,572326,True
6379,Volkswagen_Van_2009,White,2009,23379298,490878,Automatic,Coupe,2,560243,True
7229,Volkswagen_Van_2009,Black,2009,23174569,490878,Automatic,Coupe,3,541573,True
7710,Volkswagen_Van_2009,Red,2009,24160392,490878,Automatic,Coupe,14,550772,True
7896,Volkswagen_Van_2009,White,2009,18248604,490878,Automatic,Coupe,33,544076,True
10781,Volkswagen_Van_2009,White,2009,20435134,490878,Automatic,Coupe,53,562449,True
11799,Volkswagen_Van_2009,Blue,2009,25500560,490878,Automatic,Coupe,1,574696,True
11888,Volkswagen_Van_2009,White,2009,18481711,490878,Automatic,Coupe,1,532342,True
18603,Volkswagen_Van_2009,Black,2009,25221637,490878,Automatic,Coupe,12,498787,True
3554,Nissan_Maxima_2017,Black,2017,19414317,917658,Automatic,Coupe,16,1040309,True
3555,Nissan_Maxima_2017,Orange,2017,24172295,917658,Automatic,Coupe,7,1062462,True
6904,Nissan_Maxima_2017,White,2017,24380151,917658,Automatic,Coupe,10,966831,False
9658,Nissan_Maxima_2017,White,2017,22040176,917658,Automatic,Coupe,34,1022152,False
11411,Nissan_Maxima_2017,Blue,2017,18136249,917658,Automatic,Coupe,2,986772,True
18254,Nissan_Maxima_2017,White,2017,19393649,917658,Automatic,Coupe,1,1039239,True
18319,Nissan_Maxima_2017,Black,2017,22847538,917658,Automatic,Coupe,44,1018031,True
2264,Land Rover_Range Rover_2013,White,2013,33660754,705484,Automatic,Coupe,42,799571,True
3824,Land Rover_Range Rover_2013,Red,2013,28903151,705484,Automatic,Coupe,19,750347,True
5198,Land Rover_Range Rover_2013,White,2013,29092821,705484,Automatic,Coupe,17,821389,False
7870,Land Rover_Range Rover_2013,Blue,2013,32452849,705484,Automatic,Coupe,38,786990,True
8980,Land Rover_Range Rover_2013,Black,2013,35525057,705484,Automatic,Coupe,26,760363,True
